Comment,Sentiment
atomickpixel fyi trading exchanging productivity kind value never go away capitalism may go ai invalidates big part mistake concept exist outside independent,positive
embrace adapt hive mind debt slav ai agent smith speak assimilate caterpillar useful dt artificially intelligent robot middle man humanity unconsciously building cocoon enslavereplace proletariat know self centered peasant desperation naivety leverage render kind obsolete,positive
college student who majoring accounting im worried major quite flexible ai definitely going change world,positive
accountant focus consultation traditional accounting task school really bad teaching teach outdated stuff school started excel unit year ago,negative
write music use chatgpt idea rhyme song writes generally terrible,negative
military showing video,neutral
according new ai report prepared must paid million dollar bitcoin digital coke destroy universe,negative
replaced ai die generation people everything automated ask uncle bob,negative
true expect way lower price,positive
play video game sell item,positive
yea mean robot work farm,neutral
im electrician tradesman say cant replaced laugh look much changed last year hell know take get journeyman license think million people loosing job going effect trade could flooded probably construction safe ai robot would surprise tore every thing take money eventually pay crazy reality evil world nothing surprise amy atrocious bias,negative
looking ponctuation definitely ai wrote comment,positive
never said could spell good spelling grammar strongest subject,positive
ai robot replace percent trade le year shit could much money investigate many people really laid right mainstream medium real investigation dont job lost trickle sector impacted yet change everyday think fear mongering able prove wrong number fact hear say thanks want world get better getting worse thing swore would enhance life caused stress jealousy envy human connection productivity smart phone one running billion,negative
allegedly fundamentally changed regarding electricianjourneyman demonstrates ai threat use logic evidence real statistic fearm ongering,negative
gana make school pretty much erelevent basic world people composed ai taking humanity ultra rich evil thing pushing oxymoron cuz figure money getting rid majority human labor also complete killing consumer thelle robot yes saying long time studying opinion think like percent job garbage society explode,positive
sure reception greet,positive
people let happen people problem longer world economic forum bullshit sheep universe,negative
key takeaway quick navigation impact ai job projected replace million affecting various demographic differently men woman racial group impacted education level influence ai holding higher degree affected automation job security certain like customer service accountant highly automatable profession teacher lawyer currently seen le likely automated advanced capability challenge traditional notion nature work skill era rise demand creative thinking analytical technological literacy historically valuable emphasized due advancement role soft continuous learning maintaining relevance aidriven market highpaying listing airelated average salary importance adapting leverage crucial regardless workplace improvement staying ahead aidominated future despite human desire connection physical experience remains strong emphasis adaptability innovation personal growth defense obsolescence made harpa,positive
skill rise world economic forum look like put together ai,positive
exponential keyword technological advance eventually translate capitalism away lead superabundance lower cost production driving price much closer need pricing system combined energy dont see cant keep going ever also billion people longer needed workplace become redundant wont many left purchasing power buy product created,positive
teach high school kid definitely use aivideos learn excel im using reference none going sit front screen,positive
screen better chalkboardwhiteboardprojector watched math lecture youtube passed exam cause professor garbage explaining,positive
danielvelkovski fact im college right would probably terrible grade wasnt youtube google,negative
educator struggling modern america took kid public school absolute incompetence theyre taught teacher passion teach,negative
danielvelkovskii blame american school system whole misunderstanding country teaching kid far earlier content actually matter technique better im love asian learn math make sense know theyre skilled,positive
dontrolling youre right foreign polish friend told math learned kid poland highschool joke im convinced school system want u dumbed never learn money managementinvesting anything tax,positive
itskeagan thats awesome wish parent would follow lead lot school metal detector brought drug sniffing dog occasion lol getting worse,positive
class go pace slowest agree teacher replaced kid may home schooled class efficient fewer bias,positive
,neutral
paid big buck go grad school could class get spoon fed education learned stuff watching video cant ask question video dont learn peer experience insight homework graded make sure fully grasp concept plus way would discipline sit every week complex,positive
ai robot teacher physically existed classroom think could matter,neutral
liamvbxo maybe treat machine like hitchbot got philly,positive
kid need entertained learn,positive
kostasxiromeritis oh definitely id imagine thered pretty heavy consequence damaging ur teacher robot like hit actual broke classroom equipment purpose hitchhiking bot vandal entirely anonymous,positive
liamvbxo sadly friend hitting teacher destroying classroom equipment longer carry consequence there ton video showing many kid get slap wrist suspension discouraged must done administration fill ungodly amount paperwork discouraging,negative
work softsare engineer totally sitting screen leaarned point,neutral
domenicorutigliano ure adult kid need socialized human connection learn behave social setting also good caring teacher lifesafer neglecting parent think online material mental health aspect much neglected way,neutral
krinchid existence eating depended discipline would sit learn,neutral
learn plumbing hopefully ai doesnt effect security guard cuz thats im,positive
top skill horse manure put together junior high student economics class real pay building like electrician carpentry medical cna cmas rn working making matter economy,positive
wrong answer top ai built replace truth without never graduate,neutral
already started supermarket parking lot,neutral
boom within minute second,neutral
construction worker fine,positive
think brain exploded,neutral
ai exponential growth dont long affect u,positive
bye per hr fast food worker california,neutral
patrick insight ai impact job market spot worth noting ai may replace certain task often creates new role supervision maintenance development require advanced skill set upskilling key entrepreneur leverage rather compete,positive
youre wrong human wont needed ai maintenance development job well robot maintained supervised new created far since one work need government assistance welcome communism,positive
creates position oversee function ai still result net loss job,negative
losing million job thousand return still lot,negative
comment naive,negative
johnnastromexactly everyone comment taking human nature consideration,neutral
already seen automation lead tomore entertainer scrambling around hustling money wonder upper limit simply option ai get better,positive
time,neutral
bullshit saying year ai hurt computer programming work warehouse try get rid u would hour clash also gave tech guy build much power became partner instead employee,negative
also mean people still work get paid hustle stay competitive always,positive
doesnt,neutral
mean people still left employed paid scrap supply demand,negative
carpenter kentucky weighing never robot framing interior trim deck happen,neutral
oh think people choice type house buy design thats cute,positive
eyelfindu come kentucky half acre country next lake small town im restoring old house property came designing interior exterior trim according free material work provides good thing eat zee bug luck apocalyptic doomsday scenario ill busy fishing,negative
agi horizon definition every task human never say statement age like milk,positive
laugh nonsense ai tool replacing scale b udemy neither self checkout bizarre like driving truck gon na replace trucker year ago wont happen cant implement product people buy one integrating technology im fortune firm still use do without major financial investment slow ibm forecast world would market computer record executive turned beatles thought rock roll music way,positive
single car driving look outside window forecast wrong long run dead,negative
thats cope self driving car becoming common day,neutral
pat spitting future truth right damn better get shizzle together,positive
well security guard one top private company exiting replacing job robot,positive
figure program ai add special threat thier business cant sue computer burning,negative
like detroit becoming human even prostitute stripper get replaced,positive
thetony detroitier hmmwhat mean,neutral
salemdesigns game,neutral
pineapplepizza interesting thank explaining,positive
im loving vid,positive
ai immigrant low skilled american trouble,negative
good luck moving barge around mississippi river,positive
ai make dont need barge anything pollutes water deleted,negative
year later number gon na change,positive
even watching im going guess people sweat living safe sit behind desk screwed,negative
wrongcheck new robot,neutral
see boston dynamic figure ai google mobile aloha etc,positive
lot physical repetitive job risk well dont require movement biggest one even complex youre good job got awhile yet ai productivity tool machine building house le wasted resource,negative
dream want,positive
dont naive watch video talk,positive
rawdogtv lol bro everything hear option youtube fact who naive take easy relax,positive
nope ai increase productivity turn lower price least real term effectively aggregate demand job including healthcare service provider engineer high end programmer coder etc economically illiterate fearmongering technology take nothing new wrong,positive
engineer team manager way go basically,neutral
desker almost year left due corruption field country used work live respectively im sweater hot month luckily many desk job dishonest supported government tyrannical planning time go people honest,positive
nope ai increase productivity turn lower price least real term effectively aggregate demand job including healthcare service provider engineer high end programmer coder etc economically illiterate fearmongering technology take nothing new wrong ever,positive
flipthetableslicenses aimed human require human license requirement lawyer even one use ai basically almost every job including kind manual labor get canceled sometime next year theyre thinking centered job might survive meaning nobody want robot like hospitality staff hotel actor local play midwife childbirth thing,positive
lonewanderer_n youve described happened machine along people oppose technology name keeping job often called luddite named movement textile mill worker th century replaced could came using exactly argument wrong ever since labor saving device machine used first process replacing certain creating even ability produce increased lowered cost production turn increasing aggregate demand thus new created cycle continued nothing technologymachines advance enough replace previous technologymacnines,positive
lonewanderer_n youve described happened machine along people oppose technology name keeping job often called luddite named movement textile mill worker th century replaced could came using exactly argument wrong machinestechnology always including previously created advanced turn creating reason already discussed,negative
lonewanderer_n ever since labor saving device machine used first people process replacing certain job creating even ability produce increased lowered cost production turn increasing aggregate demand thus came along new technology could created cycle continued nothing technologymachines advance enough replace previous technologymacnines,positive
lonewanderer_n ever since labor saving device machine first invented used process replacing certain job creating even ability produce increased lowered cost production turn increasing aggregate demand thus came along new technology could created cycle continued nothing technologymachines advance enough replace previous technologymacnines,positive
lonewanderer_n im fully aware quite possible ai technologymachine may someday replace job helped create precisely history technologymachines understand significantly lower cost production therefore real price consumer raising standard living increasing aggregate demand turn laborjobs creating replaced,positive
lonewanderer_n ever since labor saving device machine first invented anodized process replacing certain job creating even ability produce increased lowered cost production turn increasing aggregate demand thus came along new technology could created cy cle continued nothing technologymachines advance enough replace previous technologymacnines,positive
unitree sell humanoid run fast peope year clue getting dexterous hand teslabot least company producing humanoid commercially tesla keep production,positive
geneanthonyi work courier maybe job safe lifetime self driving vehicle involved accident car become safer human driver im screwed,negative
davidmajorname one time tech resulted lower price ever never go would take hard landing full recession damnest avoid,negative
mrgbustamante tech continuously lowered cost real term adjusting inflation income sometimes even absolute without adjust andor income good example computer today buy laptop hundred buck computer equivalent capability would cost dollar year ago,positive
mrgbustamante however time appreciate fact technologymachines lowered price one adjust inflation andor income reason said real term term understand meaning mean adjusting instance precisely due technology machine price food lower ever people well except last couple year raised point briefly longer true breif circumstance dont establish long run trend trend product cheaper,positive
listen wagie whats going happen million white collar worker laid many migrate blue job competition increase exponentially wage plummet safe,positive
automate manual job well additionally competition intensify large wave worker whitecollar laid migrate bluecollar job market pay decrease due ai automation even doesnt directly affect safe,negative
jrynlk ai increase productivity turn lower price least real term effectively aggregate demand job including healthcare service provider engineer high end programmer coder machine installation maintenance repair etc economically illiterate fearmongering technology take nothing new wrong ever,positive
davidmajor ai indeed enhance productivity short term potentially lowering cost good service could boost demand however due substantial investment funneling developmentamounting trillionsthe trend leaning towards automation job might lower price increase important recognize human labor shift rather outright current landscape significantly replace field like engineering programming yet evolves next year nature job expected change substantially,positive
jrynlk yes course demand labor shift automation along cost good service substantially decrease real term cause long run right word increase mechanization always rightward curve often coupled leftward supply one reason wage salary likely almost worker major change technology increase productivity,positive
jrynlk yes course nature job demanded change due ai technology revolutionize work productivity thats nothing new,positive
jrynlk ai automation enhance productivity short term long run also technology,neutral
jrynlk honestly dont understand people act though automation new phenomenon,positive
jrynlk automaton going ever since man invented tool help replace labor suppose someone could split hair say mechanization automation ignores fact thing end application machine task performed human being significantly picked pace industrial revolution spawning misguided movement like luddite textile worker replaced mechanized loom knitting aka essentially made argument technology take everyones job leaving everyone impoverished due declining wage etc wrong history shown people making similar today,negative
im software qa engineer feel good worried fact actually excited,positive
yep,positive
depends desk work somebody still need maintain computer,neutral
truestraight,neutral
figure ever heard course dont want aware,negative
next digital ai lawyer need pas exam million access computersflipthetables,neutral
almost job safe,positive
neccessarilygamegraphic designer safe ai cant create game,positive
tubby_ unfortunately graphic designer currently replaced right ai learns template created company say bye,negative
theyll swap fixing machine lol desk chronys indeed screwed get dirty like sweater,negative
love guy,positive
income tax ai work industrial machine,neutral
coach pbd break well defined psa pov darth vader state wef machine perform task human wefs report future job predicted ai replace million globally also creating new time frame hmm imo various individual pre layoff might consider attending vocational trade program armchair bureaucratic workstation day numbered city county state fedgs across board organizational behavior paradigm shift winwin,positive
tired lie st offid much rather cool robot serve fast food restaurant lazy mfkus thats mean cleaner ppl greedy pat money guy he time sit podcast wake,negative
ai start teach get point wont need lot related job need someone tell longer person code task anyone back office supportprocessingoperations role replaced dad always said free market creates new others think concept may hitting wall robotics job process improvement starting infiltrate field item robot processing fed address coming mass unemployment next year,positive
address socialism,neutral
depends solution socialism one potential outcome social service needed due massive unemployment however alternative fed addressing encouraging change education trade college cant indoctrinate like mailable student also believer point machine essentially replace human almost every task brings larger discussion global level society potentially operate future people work simple tossing around ism try box fit today understanding economics reward know,positive
teacher reduced baby sitter guide class indoctrinate class activism tptb wont touch union woke takeover complete street ai replace day future bright,positive
noticed farmer arent list dumb ivy shita,positive
get show job truly meaningful society,positive
went thousand year without salesperson data entry clerk cant go single year farmer soldier repairman,neutral
content let think clear ai gon na replace people spend money economy grow rich keep poor guess civil war look switzerland country crime none zeroai make job easier useless fox news youtube,negative
heard,neutral
podcasting,neutral
get salesperson retail wouldnt find emag something spoof robot run ton free stuff,positive
pbd start according world economic forum join babylon bee satire surely must prankin,positive
fact take projection group seriously continue watching video without,negative
sound like going better philosophical teaching technical skill enhance,positive
market research automated user dont understand human behaviour well enough automate,positive
agree teacher likely affected maybe theyre already pissing lot parent people seeking alternative child arent indoctrinated used people perversion lawyer judge certainly may take longer affect surgeon dont quick think wont replaced jobscareers completely machine enhance work sound scary overall positive outcome many working miserable itll crappy job thatll gone trucker bus driver courier also soon theyve put selfdriving bus truck road pilot next seem bad issue mental health bit boredom knowing cause eventually start taking better care physically mentally spiritually see human tandem exponential societal development,negative
ai work moneylet really sink paradigm shift requires human evolve beyond money tooincentives anythingwe,neutral
remember pbd need immigrant migrant illegals fill job retiring baby boomer lie keep feeding u medium except take account purpose many long retired lot replaced robot computer ai,neutral
use computer job going away accountant lawyer done,neutral
wrong,negative
sneakyninja time took type wrong ai billion computation,negative
depends use computer data engineer example people process warehouse hard replace,negative
im glad dropped h failed age,negative
chat gpt uninteresting stuff writes impressive ask certain thing obviously riddled bias towards subject libertard patty cake cant take pbd podcast seriously dude think elon musk genius con hanst invented shit downfall society see really intelligent worthy considered wealth good indicator intelligence anymore fact would argue morally corrupt unintelligent one,positive
damn loosers gon na rich,positive
ai downfall,neutral
shit ev hyped pushed hard flopped still flopping pusher wont recognize flop even forgot build infrastructure lol send money overseas fight israel war,negative
ai cant replace prostitute profession safe,positive
philosopher high demand,negative
small business owner entrepreneur ai could save job cant afford hire get ground without high overhead cost employee benefit involved housing grow responsibly deplete cash flow beginning,positive
cost ai robot huge make difficult get ground short sighted opinion excited regret,negative
oncesavedalwayssaved month microsoft copilot lot thing would pay didnt mean manual labor meant computer task,negative
electrical whileill old,neutral
nah people flood trade get fired dont live cartoon real living anything food table theyll retrain drive wage right ground oversupply mention le demand since cant afford service decrease going straight shitter need robot fuck horde desperate job,negative
qacc quantumsupremacy,neutral
love show,positive
really need conservative effort educate people ai mean misused laughable example system receives email application form picked process parsed data added database thats take photo arnold schwarzenegger push button put face arnold body program specific task automation hell gemini isnt programmer weve code generator year give parameter itll generate difference nowadays generated requires fewer creates sophisticated job wont go away still someone telling create matter never something perfectly fit requirement ill review incorporate autonomous ever predict taking chart showed forget number reflect kind job different education youre probably trade career cant replaced asian highly dependent computer related far state u,negative
great topic coverage patrick thank fir time team loved podcast today,positive
hey people know dont support business wont post attention,negative
ai take job one money who going buy good service,positive
plan like realize establishment owns everything value longer matter money exist idea form cbdcs receive universal basic income catch able spend want ubi already accounted spending category chosen saving possible allocation also dependent meeting social norm set discouraged acting loss privilege thing let buy cbdc doesnt keep line turn fund work offer maid depression dont know question going good service assumes available today new world order hence grasp coming nearly gone bare basic mention imagine every fun thing pay item free one beach day everyone everyday limited far go via voice heard medium control act full time surveillance virtual prison psycho dreamed believe planet overpopulated lie cheat steal get goal reduction carbon footprint human call freetopia except freedom scare hell correct reaction,negative
fast food need automated worst demand pay last heard,negative
list total b everyone think wont replaced else ai replace everything job human economicly intellectually unviable soon regardless much stay ahead game market faster cheaper better people money,positive
took jurbs,neutral
yea robotsai take every job eventually even question,neutral
yes ai take job also never need work net positive,positive
im sale gon na replaced selling shit others microphone drop thank,negative
youll easily replaced,positive
realize ai create video mean youtubers going replaced,positive
dont support,negative
people seek authenticity connection emotion nonexisting personality,neutral
venomche wont able tell difference ina year,neutral
already didnt recognize fake tom cruise dmartymcfly,positive
ai replaced news anchor africa,neutral
thetruepredictorthis true would argue mostly applies intimate emotion comfort like asmr video care math english teacher youtube perfect ai model know authentic human sufficiently advanced,positive
worker use computer creating value pushing button number around folk replaced easily,positive
wouldnt say look much stuff recently automated got high quality image generation video editing script writing coding etc,neutral
geneanthony still cant solve basic intermediate level coding problem non tech people dont understand overhyped right,negative
onemancanstopthemotorofworld depends use treat ai assistant junior developer youll probably far better luck programming background work lead service desk currently havent written code daily basis decade however build tool see opportunity improvement im working project result le call make easier tech solve issue quickly arent big one project diff tool based access right compare user order user resource someone else cant correct permission ive used parse file write logic interface etc know end going help get also building runbook asked common section question section kept chain ton template structure still needed answered guide need knowledge article well built template scenario hour completed formatted cleaned kb manager isnt scratch productivity booster benefit hell around,positive
ai multiply productivity le people work time consumption multiplied,neutral
onemancanstopthemotorofworldjust see claude ai shocked great math graduate,positive
unspacelaw yea work dev also develop machine learning solution algos im well aware stand word ai overhyped language prediction model substitute sr tech yet year maybe run company ill fine regardless jr entry level devs yeah id say time limited,positive
help equal replacing try get ai,positive
ai going replace black viking managed pope entertained snow white,positive
im computer science major republican dont see government allowing ai replace million job would theoretically mean people without one money buy anything there law kind stuff like cant pay employee dirt cheap pto sick day fire someone baby,positive
government place dont much help citizen except libertarian politician like rand paul,positive
think still far away ai taking job people try implement today joke,positive
im glad worker money government pocket ai replace human work hacker skill education paid software mechanic etc everyone else become like alex jones said youll nothing died nothing welcome new world life rich mindstech uscapitol chinaccp google job alexjones,positive
who gon na consume product one job,neutral
nothing happy santa claw,negative
exported middle class job overseas maybe thats planned consumer base anyone u,neutral
thats universal basic income come,neutral
kashaid thats gon na happen would never work,neutral
chriswilson try lead social credit system protesting folk,negative
kashaidwhen ai robot start malfunctioning killing people corporation inundated lawsuit hacker fun system,negative
solomongrundy happens wont malfunction feature,neutral
keep seeing ppl making response wont job die simple happens day think america great yet starvation crime time look suicide rate middle aged white male lgbtq woman antidepressant attempt men birth rate across globe going truth extremely smart useful adaptive survive arent population go billion like elitist belief eugenics already,positive
may become socialist economy human nothing go merrily fun thing government pay monthly stipend buy necessity,negative
industry gradually pivot serving consumer mass smaller ultra elite class company die new one rise serve example pivoting billionaire want private drone army protect factory need exist create component drone mining metal automated steel mill circuitboard manufacture plastic manufacturing micro chip designing fabricating camera vision system ok thats defense security system wealthy business extravegant lifestyle theyll live luxury make quantity extremely luxurious good service,positive
chriswilsoni mean whats point money,neutral
peterwilkinson really separate u need,neutral
chriswilson yea question people say new job created mean seems like tech ai maintenance ethic etc factory gone cashier drive production price overall cost good much cheaper actual employee still doesnt answer even cant become plumber electrician fill quickly realize get,positive
one human obsolete elite kill everyone,negative
luxury market super wealthy boom,positive
whenever human innovation always work technology hour farming day hour day week people working least usually look like ubi way im sure theyll find something think ohh tech training society field dont see math cant even figure order stuff amazon hehe,positive
thetruepredictor lmao like santan,positive
shiiid custodian office demonstration ai vacuum clean floor get basic layout memorized autopilot cheaper paying starting salary healthcare vacation time,positive
price machine fixing many office cant take hit,neutral
someone something clean bathroom,positive
make cybernetic tesla bot move quickly reliably clean take trash fix thing gon na awhile cause multiple roomba machine isnt cut,positive
human operator assist robot cleaner guess,positive
number gave extremely low compared actually,negative
notice job seen safe liberal left gravitate towards,positive
powerlineman would love see robot,positive
literally one saying,neutral
ai make wireless electricity modern bud,neutral
eyelfindu ya okay long dead,negative
jloop_ gon na dead,negative
jloop_ dont think understand smart ai fast moving word ya bud self replicating learn put front tesla wireless ready jp morgan edison stopped tech long time human longer control,neutral
thats young folk need start learning build thing installed erected going long away robot house cell tower,neutral
eyelfindu think watching much irobot buddy calm,positive
craig_dollthey,neutral
eyelfindu sound like youre looking forward date dont believe hype pray soon dear,positive
automate well additionally competition intensify large wave worker whitecollar job laid migrate bluecollar job market pay decrease due ai automation even doesnt directly affect,positive
im trucker year experience self driving truck drive el pasos construction zone interstate right ill believe robot replace job need laser focus correct following distance keep shiny side narrow lane see broken bumper part skidmarks road rub mark tire krail people paying attention,negative
irobot dont trust smith,negative
ai making big mess transition itll take year perform trained task human level someone else mentioned biological machine human cheaper especially outsourced place like india,positive
uh fake,negative
st job wont lost teacher totally credibility immediately lmao,positive
cant scare loyal woke leftist voter,neutral
schooles teaching always concept true,positive
ziggs schooles yeah definitely working lmao future hopefully consist brightest mind teaching ai replicating mass instead half as teacher ruining generation,positive
youngmoneyfuture still want kid school interacting others schedule rather home learning screen always need teacher ai help better material cant replace,positive
youngmoneyfuture ai able discipline bunch year old,neutral
dismissed video soon saw used report start super outdated lol,positive
holy shit,negative
didnt say anything engineer,neutral
mater tariq mean fba nothing african ethnogenisis care black,negative
video replacing job effect entry lvl worker dont want goto college way see one thats going hit entirely,negative
skill rise generic useless anyone actually thinking career change,negative
know psychiatrist us ai timesaver generate content psychiatric evaluation,neutral
ai probably likely lead end world meantime great company sam altman ceo openai,positive
,neutral
quote insane,negative
drfreshtrue hey world going end least ill fuggin rich guy basically he saying,positive
extrovert need around people energizes introvert alone quiet pat obviously extrovert tell loud much move hand speaking dont make mistake thinking like others everyone want,positive
google algorithm care duty humanity providing value translates far left ideology dont take word look number article video positioned top ish youll notice center right rest focused search news politics skewed weighed would optimize engagement theyve stoped optimizes ideological propaganda hope youre smart enough spread subscriber across platform im sure cuz going continue turn dial algorithm deweigh message deem harmful leadership talk good luck fellow christian,positive
guy see military people fired due replaced illegals certain state,negative
black hispanic impacted work,neutral
really happens could destroy u consumer spending nation massive amount people lose job cant buy unnecessary shit american love business go wont able afford home apartment food leisure etc im curious see play,positive
people excited going get rude awakening,negative
dangerous thing economy u people lse job wont money spend thus le purchasing profit corporation tax government like technological advance disrupted market created another one human would required ai eliminate certain also affect business others due demand indian sector crazy scary reduce human requirement even looking huge loss majority outsourcing reduced co heavy lifting destroyed time ahead,negative
whatreally fully agreed friend work investment banking nyc he absolutely terrified ai know could easily high paying job lawyer job accounting data analysis doesnt need work hour labor union vacation haha state farm well know company highest expense payroll worrying time indeed,positive
china ai passed written medical board exam,neutral
cue ubi,neutral
ubi unfortunately come fruition business know give little money back people drive economy else take fall,negative
camalertwhats point give people money back go cycle doubt gon na work,negative
usa done,neutral
irakliasatiani idea money would gone people working establishment job still end people pocket regardless basically ai tax go toward level basic income intelligence replaced replaces need work survive there solution,positive
humansautomated,neutral
thats wantin order true one world communist led system majority workbut requirement agreement compliance dont agree eat cant buy sellyour basically outcast,positive
man asian bachelor guess screwed,negative
believe ai eventually replace human labor economic model depends everyone making money business owner,neutral
ubi,neutral
lawyersattorneys definitely replaced,positive
news flash none job listed high paying afford median lifestyle,neutral
bicycle mechanic make big buck next decade,neutral
he reading list thats completely wrong saying ai wont effect artist unreal already know weve seen bad article purpose mislead everyone sinister design pbd cia,negative
,neutral
hffpeople wont able afford car,neutral
people cant afford car already dont million upon live city still need chosenlyric,neutral
chosenlyric lmao,positive
id go wheat farmer baker know,neutral
robot replace,neutral
chosenlyricnot wouldnt able afford allow drive one especially gasoline diesel,negative
censoredsheepchannelfacts,neutral
censoredsheepchannelthe future hydrogen vehicle electric,neutral
good point,positive
get land robot farming love god give dark skin,positive
,neutral
censoredsheepchannelsolar power ev mechanic cant afford electricity much people ubi,neutral
def see happening even tho sound funny lol mean look third world country ppl afford motorcycle bicycle go work store picking kid school etc,positive
without customer unemployed people purchase service product really dont understand business,neutral
never really understood im grew riding bike everything bicycle fixed maintained basic socket set specific wrench crank stuff ive bike mechanic easy work,positive
ditto work ebikes,neutral
larryhousebicycles future,neutral
robot handle simple task,neutral
ik san diego ca bicycle mechanic dime dozen also decent must know way alot people getting electrical bike dont need license like moped legally sold going mph still obviously manipulate see electric extremely dangerous bike go propels low end good investment someone independence reliability city often youll almost never go,negative
,neutral
wealthandreligion farmer working nature animal best job anyway,positive
im auto collision tech great trade control paycheck ai robot never take job go anywhere world two word need know fix,positive
gon na everyones job time,neutral
patrick think look replacing adam ai,neutral
great news boom,positive
hvac likely,neutral
hvac wont year think way outside box man dont get,neutral
eyelfindui dont care,negative
eyelfinduim rapper im adapter adjust eminem quote,neutral
capturethephotons dont care either,negative
previous video talked fake corrupt mckinsey youre talking basing mckinseys report,negative
video error watch closely,negative
im safe retired unless robot also retire,positive
wdf importing rd world knowing cant even take care already accommodate way replace job ai,negative
many report generated ai,neutral
bestcommentever,neutral
love video man didnt expect,positive
inevitable everything money corporation want replace expensive inefficient worker robot simple math,positive
gourmetburger nobody job mean make money buy product made ai social credit system,positive
sure ppl dont work cant pay either let alone luxury itensgourmetburger,neutral
end another paradox current money useless time currency used johnnycash,negative
yeah saw source,positive
get ready mark beast better put trust christ,positive
order vanilla milkshake ai server give choclate,neutral
google ai like,positive
ask vanilla say thats insenitive wanting diversify taste palat,neutral
sorry pbd youre entirely accurate video done second still take creativity iteration get rendering properly could take hour ai make process efficient accessible people im programmer chatgpt make job without experience discernment tool useless hand novice yes many lose job thats ok net result positive,positive
teacher kid would well ai unless parent heavily involved course amazing self driven student many want knowledge spoon fed try get use struggle coming even ask,positive
thats ai product right geared towards adult minded orientation there lot development underway focused child get easy kid use coming year read khan academy education using,positive
kamu agree see ai classroom force multiplier replacement teacher always need licensed potentially replacing lot adjunct college cost saving go school pocket vast bureaucracy reflected tuition student parent,positive
teacher agree,positive
teacher principal know teacher building arent worth shit think ai give chance bet fact probably dont creativity understand wont program online thing itll beyond imagine replace ill happy school close terrible institution,neutral
oldtimeycabins feel sorry teacher principal thats teacher plenty crazy one online posting brainwashed tik tok majority least conservative state,negative
beat probably kamu,neutral
ai would percent replace teacher dont even go school anymore homeschooled education le shooting bullying student,negative
underratedgod thats said parent would need involved many kid teenager know sit computer learn without adult homeschooling course better replacement public school im taking though,positive
thedigitalmediateacher ai could probably monitor everything normal public school would reason people go day sake simply passing aswell social aspect monitored grade far educate ask question hopefully government regulated wont pronoun gender study like college student,positive
thedigitalmediateacher parent would definitely need involved cause ai easier student cheat exam without supervision far teacher teaching eventually become obsolete future,positive
oldtimeycabins dont agree accusation teacher shit education ready significant disruption wont pretty,negative
replace teacher ai would insure kid taught everywhere without personal political view creeping classroom there alot bad happy get benefit else person work month year every imaginable holiday sick day pension rule congress senate replaceable money lost say underpaid compared others factor income month scale working extend figure actually married teacher family thats know whats going many bunch crybaby never worked factory job busted as hard like people paying tax pay salary,positive
glennzlotowski thats exactly point government could save alot money education funding one ai teaching enforced dont need fund public school instead used struggling family homelessness truth student like idea waking morning get ready homeschooled study moment,positive
lotowski terrible idea think control ai big corporation know teacher console student mother dying cancer hospital help abused home teach also friend role model opinion come bitter petty place,negative
glennzlotowski instead youll get political view ever program ai right dont trust programming seen bias current,negative
telling poorly express doubt teacher even probably didnt last long let alone principal oldtimeycabins,negative
thedigitalmediateacherthere android indistinguishable people wont sit use chat gpt,neutral
research_before_u_typemy thought exactly,neutral
even recent time adult pay online course drop surprisingly high rate adultswho paid,negative
valuetainment chance breakdown bachelor bit lot different type would great understand impact type degree major engineering mechanical electrical computer etc physic business,positive
thats im glad learning cybersecurity ai military prepared others future,positive
im trying get cybersecurity well mate information kind resource using learn,positive
lopetonceba use cisa free cybersecurity program work people applying position homeland security google way train,positive
there going space everyone unfortunately jump cybersecurity become mechanic gon na ubi type system whole collapse one completely stop internet social medium ai taken much,negative
byridvana keep open mind apply may space everybody well,positive
dont become confident keep job forced implant chip brain continuous connectivity ai could exponentially increase productivity opinion worth retain employment,negative
byridvanatheres gon na ubi type system whole collapse delusion human cattle becomes obsolete elite purge race face earth,negative
jrynlk get internet live real world nobody free especially skilled computer,positive
college right cybersecurity,neutral
ai military cause human extinction one day congrats killing u,negative
everything replaced dont anything working ai help get better algorithm perfect associate around take job u made including brain,positive
thats hear progressive politician talking dollar minimum wage cause know business enterprise going adjust brick mortar shop cant compete,neutral
become accountant,neutral
dont think get one ai job,neutral
one money buy wonderful ai created product dont fing job see even graduate harvard globalist elite know sure,positive
remember whe social medium first came fb etc everybody said greatest thing jumped board one worst thing society especialy young people ai next,neutral
sad part there lot good ai well huge productivity booster could useful moving society forward unfortunately thats usually work,positive
atleast someone else noticed,neutral
ai ruin life,negative
course ai one worst going jetsons notice human like vote stupid thing war every decade safety excited see ai knowing terminator,negative
road hell paved good intention maybe stop paving take pause think whats truly beneficial humanity,positive
ai used medicine researchscience get solution problem hard solve long period time,neutral
adrianfarcas,neutral
